values
1526.24
1550.84
1532.46
1522.52
1531.86
1506.4
1506.59
1502.14
1482.24
1497.65
1493.56
1471.63
1470.8
1448.82
1420.31
1424.17
1439.29
1425.39
1430.76
1428.96
1424.77
1440.98
1450.7
1435.99
1443.93
1425.69
1396.08
1399.77
1364.53
1363.86
1378.64
1382.9
1371.5
1348.32
1391.52
1405.93
1414.13
1450.19
1437.88
1428.02
1445.32
1448.2
1467.9
1473.27
1475.36
1477.61
1476.6
1471.93
1464.03
1451.8
1426.89
1400.9
1448.05
1459.06
1446.42
1431.73
1400.12
1413.07
1381.61
1396.66
1422.94
1425.57
1408.71
1409.54
1373.39
1388.6
1358.84
1405.69
1398.85
1400.27
1401.98
1426.82
1420.09
1402.02
1379.65
1352.22
1356.95
1378.69
1330.7
1323.08
1332.07
1332.07
1332.07
1348.44
1359.22
1360.69
1360.69
1338.12
1325.32
1351.24
1346.45
1339.94
1326.26
1319.07
1342.52
1360.17
1362.85
1344.31
1373.4
1367.15
1360.75
1364.92
1362.03
1372.23
1374.88
1371.5
1369.9
1365.71
1379.32
1359.72
1346.01
1343.16
1353.76
1331.52
1337.36
1315.66
1329.42
1326.57
1303.63
1320.33
1294.86
1293.01
1283.86
1265.29
1248.49
1218.59
1240.49
1246.37
1243.8
1230.62
1231.95
1245.29
1265.02
1267.12
1254.39
1242.13
1208.89
1200.31
1182.2
1201.73
1174.97
1166.66
1188.42
1161.79
1112.78
1143.83
1182.99
1209.27
1190.04
1192.84
1197.78
1197.74
1154.62
1164.86
1193.93
1188.64
1203.66
1233.43
1238.74
1240.64
1240.64
1240.64
1230.13
1272
1267.94
1258.23
1242.07
1253.46
1251.17
1262.24
1280.75
1296.87
1297.37
1287.66
1261.07
1262.71
1268.71
1267.4
1259.12
1285.57
1276.28
1262.51
1269.01
1266.77
1281.53
1290.53
1292.96
1302.11
1290.48
1296.51
1280.89
1285.12
1272.8
1251.86
1256.16
1252.13
1256.3
1273.43
1267.69
1262.51
1263.83
1256.34
1221.68
1233.78
1216.82
1202.61
1186.9
1194.01
1187.08
1184.86
1193.09
1195.6
1176.63
1172.47
1187.67
1207.32
1223.15
1207.88
1199.55
1192.59
1162.56
1163.97
1153.47
1138.81
1148.99
1157.16
1149.76
1142.5
1121.45
1143.16
1131.72
1140.07
1127.74
1108.05
1121.75
1141.92
1157.84
1170.25
1171.93
1166.05
1154.43
1159.31
1160.01
1142.57
1119.97
1106.06
1118.1
1131.24
1122.77
1110.74
1087.02
1086.93
1094.51
1094.18
1100.75
1120.71
1120.75
1101.92
1104.04
1077.43
1077.28
1062.17
1074.23
1048.74
1021.69
999.06
992.12
926.88
935.74
944.61
889.11
914.44
908.38
885.11
846.97
824.47
877.12
886.01
901.69
913.44
941.4
919.72
933.66
936.18
970.68
958.3
960.33
960.82
991.6
1003.88
997.66
970.72
987.71
1007.96
989.13
973.67
994.32
1022.35
1031.45
1006.76
1030.65
1006.86
975.79
992.48
1000.3
997.94
1027.27
1022.47
1035.58
1059.6
1043.5
1016.76
1055.66
1054.77
1057.04
1065.41
1081.73
1067.25
1061.79
1073.51
1073.85
1068.44
1050.58
1036.66
1037.57
1047.03
1043.33
1055.65
1093
1094.53
1084.5
1064.46
1069.25
1055.28
1032.16
1021.34
1054.09
1051.28
1043.2
1033.49
1054.53
1054.91
1054.91
1054.91
1076.5
1083.65
1083.85
1083.85
1070.78
1092
1090.14
1074.19
1066.18
1068.98
1053.22
1061.12
1032.77
1045.48
1029.71
1048.66
1044.96
1034.91
1038.48
1047.46
1063.43
1060.9
1070.9
1057.05
1041.44
1052.61
1055.71
1038.18
1016.97
1002.25
1010.15
1006.94
1019.35
1016.43
1024.99
1037.38
1022.18
1016.7
993.56
989.93
1001.89
988.33
1005.69
1013.59
1032.8
1041.09
1046.81
1075.59
1071.56
1075.81
1080.97
1087.18
1081.32
1071.01
1066.04
1068.86
1081.1
1088.11
1093.4
1079.22
1073.4
1079.44
1071.31
1076.81
1076.47
1090.35
1090.35
1090.35
1079.36
1079.08
1064.67
1061.64
1041.8
1046.35
1056.7
1038.72
1043.88
1053.37
1077.82
1078.07
1067.67
1069.2
1057.93
1056.39
1048.01
1033.06
1029.58
1024.29
1032.2
1032.13
1021.05
1008.8
1005.87
997.35
1022.28
1017.04
1001.38
1014.43
1031.44
1035.81
1031.45
1025.15
1015.54
1012.54
997.39
998.86
999.7
1005.66
998.94
995.81
976.9
984.64
971.9
941.13
943.46
945.76
928.12
928.38
942.94
918.88
908.91
884.32
918.99
917.83
901.46
881.47
875.96
848.25
869
853.3
867.2
900.75
898.04
863.89
843.5
864.26
904.43
901.58
890.2
856.12
827.44
828.15
783.8
784.77
811.72
820.01
780.2
740.2
718.27
710.37
727.88
733.64
783.31
776.74
775.49
743.6
737.8
709.78
746.1
739.3
772.97
786.47
766.79
773.79
747.52
770.13
779.2
808.43
795.88
805.73
825.89
812.45
799.62
822.14
787.48
771.53
781.44
763.29
728.49
733.97
726.76
753.34
740
759.75
782.21
748.11
731.72
726.8
720.87
691.54
676.46
672.63
646.95
637.49
650.73
684.58
676.83
641.12
654.41
677.21
662.88
643.4
636.72
626.45
620.21
641.89
675.22
667
711.61
700.94
727.6
726
731.81
722.32
694.71
714.08
710.76
724.94
691.05
713.3
727.25
720.61
749.77
753.61
744.11
720.08
709.48
704.78
711.65
706.71
729.78
732.75
743.14
737.42
735.19
762.83
764.4
763.36
744.37
769.26
773.57
770.77
772.64
751.09
747.87
734.48
734.42
714.41
721.45
728.75
716.71
704.64
728.26
719.35
701.35
695.45
704.41
707.21
706.79
706.79
706.79
683.89
689.6
693.04
693.04
726.41
723.31
730.08
723.82
708.77
719.52
719.45
722.12
725.49
716.8
716.57
693.76
684.65
676.97
663.86
660.78
651.9
629.99
630.68
636.78
649.99
652.8
659.52
636.58
647.08
633.11
622.92
620.26
637.06
622.53
618.7
637.48
648.69
659.29
640.83
632.74
640.32
628.49
606.61
600.78
612.49
622.91
623.09
608.74
604.16
594.95
581.78
567.43
565.92
544.8
578.83
607.15
627.8
628.34
637.28
629.4
653.47
619.29
634.27
631.34
620.96
619.67
593.99
602.03
627.4
633.47
643.19
668.37
658.66
657.4
642.31
649.19
655.64
668.08
663.53
671.6
671.6
671.6
676.48
683.89
669.54
659.04
677.72
673.36
674.15
674.15
674.22
682.95
693.83
685.54
666.21
673.31
673.4
672.22
672.32
681.14
682.33
655.23
655.72
650.02
659.77
655.31
654.05
658.77
672
672.67
678.47
691.16
687.24
695.12
688.61
704.64
695.48
700.52
710.03
716.49
706.21
720.8
725.34
729.25
719.29
725.4
707.94
705.8
708.22
708.32
709.59
701.36
686.34
700.98
701.36
698.37
721.07
722.5
717.26
708.96
718.35
729.61
726.14
722.06
711.89
715.21
704.63
708.97
706.9
719.87
710.92
721.77
716.91
720.18
729.95
720.2
714.19
720.65
708.39
707.8
713.79
718.48
723.59
724.26
735.72
737.15
744.26
746.7
743.08
750.38
753.46
745.49
737.7
744.52
749.19
745.82
758.18
757.53
770.36
768.72
762.85
768.82
759.01
747.46
749.84
742.93
745.59
754.09
755.79
761.29
753.99
735.14
729.85
725.32
720.89
716.11
713.54
701.42
712.64
711.78
734.42
729.88
724.14
