MSCI_EM
423,72
427,74
426,93
424,64
420,77
419,29
414,47
411,15
411,81
410,13
405,85
390,6
387,91
392,51
387,78
377,62
386,62
385,84
385,77
385,67
386,03
380,94
381,39
380,76
382,64
383,29
376,5
374,48
365,17
358,27
355,18
358,6
353,03
346,36
350,91
358,51
355,93
359,64
356,64
355,09
357,06
354,29
357,85
363,26
367,46
369,45
370,15
372,38
370,66
367,11
365,18
353,95
359,67
360,15
355,9
353,97
346,49
346,74
338,76
334,76
338,9
343,23
336,64
332,62
326,36
329,31
328,09
338,08
343,64
342,54
348,24
351,64
349,03
349,46
346,89
340,92
342,18
339,99
332,52
328,5
330,81
331,14
329,25
329,99
333,27
333,79
333,46
333,35
335,52
347,23
348,56
348,12
351,87
349,46
350,26
353,23
354,72
356,39
360,19
365,01
370,48
370,36
372,29
371,82
372,2
370,79
369,83
373,27
379,02
377,64
376,73
370,33
371,5
365,51
367,76
368,18
368,65
370,43
369,06
372,71
369,21
365,83
366,33
357,03
350,42
348,09
351,24
350,1
349,02
347,34
344,01
345,75
348,58
349,53
350,59
346,43
335,08
332,02
328,62
328,96
326,44
323,25
322,48
322,22
315
317,19
322,4
321,88
319,33
313,62
313,14
308,08
300,85
297,01
302,06
304,98
303,4
306,43
310,72
312,45
312,83
310,32
310,02
319,49
324,23
319,11
317,57
317,98
318,98
322,33
323,73
327,71
327,66
331,06
331,43
329,55
330,06
328,56
328,33
328,15
326,97
323,23
321,62
323,19
332,06
333,5
335,4
337,03
338,32
337,12
335,56
335,38
334,58
331,16
330,54
329,44
330,48
329,2
330,71
331,38
334,64
332,67
331,57
331,01
329,13
326,99
320,52
320,42
319,31
321,9
322,63
322,28
320,88
321,25
319,27
322,89
323,54
320,84
318,23
316,43
311,42
309,33
307,2
300,91
303,53
301,84
299,16
299,22
297,38
297,98
297,69
297,55
295,56
295,72
298,64
299,95
300,77
301,67
303,43
306,95
306,89
304,75
302,82
303,18
300,5
301,69
302,85
305,93
305,69
304,97
300,45
297,4
297,65
298,57
298,25
298,74
302,38
301,35
301,87
300,11
298,17
295,38
297,06
294,99
291,19
290,16
287,61
278,11
270,76
267,31
260,87
256,59
257,86
259,71
252,36
245,64
248,39
247,28
247,49
247,52
251,4
250,29
248,33
247,05
251,93
252,79
249,87
254,21
257,17
264,2
262,86
261,74
264,25
266,36
263,37
264,01
265,11
266,97
270,25
270,15
271,53
270,75
265,63
266,86
268,1
269,96
274,96
275,79
275,3
278,85
279,98
279,63
283,29
287,81
291,45
291,64
296,6
292,78
292,88
294,26
297,73
303,02
301,8
295,13
293,08
294,43
298,39
301,56
310,42
315,26
317,15
313,84
312,16
315,96
310,69
309
308,82
308,51
308,07
308,24
305,38
307,12
308,72
309,49
311,75
315,22
317,4
317,45
321,94
326,08
332,53
335,57
333,19
333,18
328,15
325,83
325,55
322,35
318,86
321,01
320,6
323,01
322,24
324,95
326,33
328,45
329,62
327,76
323,1
327,75
327,03
325,44
325,78
327,39
324,17
324,85
324,32
325,63
327,76
334,75
334,42
334,45
330,81
327,18
327,04
326,82
327,58
329,12
335,04
332,77
336,7
344,46
346,27
347,84
346,86
346,71
348,52
348,65
347,59
347,6
346,7
348,66
349,97
350,55
350,01
351,31
348,12
348,72
350,75
351,46
351,43
350,27
353,63
353,28
352,54
354,58
351,76
350,52
350,4
350,85
352,31
354,55
357,17
363,98
364,08
363,42
363,58
363,83
363,58
358,32
358,17
353,17
352,84
352,75
352,96
354,06
349,23
349,53
354,14
351,95
349,25
349,25
352,47
356,51
357,14
360,73
357,99
353,25
355,83
353,14
356,52
356,17
355,14
353,16
351,03
346,28
348,06
348,17
346,49
345,06
340,31
342,93
341,49
339,52
339,68
336,24
335,14
336,08
328,73
326,27
324,11
321,54
320,68
309,44
313,65
319,75
318,64
316,87
316,56
321,05
326,21
328,12
331,22
327,68
321,35
328,12
326,02
323,52
324,74
326,08
321,25
310,72
310,28
302,08
302,16
292,32
293,44
298,18
294,62
293,47
293,25
282,57
280,98
287,55
291,46
292,81
292,03
292,19
294,77
296,46
298,2
298,59
300,66
302,34
303,03
301,54
300,98
301,28
297,98
296,45
298,89
298,57
293,72
291,34
289,56
289,1
290,37
295,22
297,64
297,7
292,52
286,95
291,52
284,61
282,23
281,26
274,73
272,25
269,67
272,24
270,7
266,11
269
269,59
268,71
269,62
262,68
263,04
259,36
254,79
255,98
258,4
265,25
267,57
271,95
276,85
276,1
274,08
280,03
279,91
279,99
283,57
280,27
279,37
283,16
282,09
287,65
286,53
290,02
292,23
292,75
288,8
287,15
286,43
287,24
292,44
293,63
291,48
291,42
295,52
297,33
299,42
297,28
298,34
299,99
302,36
304,42
304,86
300,28
300,2
299,28
299,93
297,61
297,04
298,99
298,58
297,39
299,8
299,44
300,03
301,89
299,24
297,13
296,8
297,39
295,99
291,95
292,09
292,2
294,09
299,98
303,36
301,38
302,09
301,4
302,86
307,11
307,62
308,01
305,99
301,96
300,88
298,36
296,08
297,76
293,9
288,79
290,18
289,05
289,85
290,44
291,89
291,57
291,48
287,81
284,59
282,16
282,63
283,76
279,39
279,25
286,24
286,82
285,38
285,97
286,75
287,92
282,38
281,67
281,61
281,29
284,66
281,54
278,24
276,21
274,43
271,69
269,71
269,71
272,29
275,25
269,88
276,83
276,81
281,07
282,19
279,26
277,98
278,74
277,43
277,32
272,27
273,66
276,15
277,75
281,02
287,2
285,74
283,49
283,68
284,7
286,32
290,74
294,29
294,46
297,28
297,38
293,88
294,13
290,03
285,77
287,67
294,1
295,17
295,29
296,71
299,46
299,38
302,19
300,21
302,46
305,9
305,68
305
305,23
303,02
300,5
299,84
300,25
302,12
307,08
310,8
309,11
312,9
314,84
315,44
319,47
318,19
319,85
322,71
324,48
325,73
325,05
325,35
328,98
330,16
331,69
337,56
335,59
337,3
336,28
331,64
329,68
332,69
332,52
333,57
332,68
336,75
341,33
343,23
344,82
349,76
351,53
349,71
346,82
346,42
353,43
352,01
350,35
346,22
344,54
343,65
344,92
344,19
347,6
350,41
354,46
353,35
351,26
352,62
353,23
351,95
350,15
347,05
349,72
349,61
352,33
352,78
357,54
360,92
362,18
364,59
365,88
366,43
371,42
372,85
371,34
369,32
371,08
371,56
375,52
378,9
378,7
381,62
382,8
384,73
386,1
384,81
383,48
384,03
383,97
380,49
383,68
384,77
384,31
382,83
378,86
380,46
383,3
379,63
376,66
377
377,63
381,67
387,05
390,32
393,78
395,94
398,57
403,69
407,88
410,49
408,72
407,81
411,61
409,65
411,1
410,05
408,94
400,73
400,68
400,97
407,08
408,79
409,89
409,11
415,49
417,48
417,58
413,77
416,47
414,11
409,64
412,51
417,6
417,67
410,3
410,77
404,27
401,15
403,72
401,04
405,5
408,9
408,63
413,33
421,29
422,68
423,65
421,19
419,68
418,73
423,1
421,77
423,51
426,37
429,6
425,65
421,97
425,78
427,76
430,57
430,64
432,37
432,43
433,36
436,3
441,63
442,78
443,14
450,7
462,29
460,95
459,84
461,86
468,07
467,36
467,66
464,13
458,75
459,11
462,46
467,07
465,47
465,64
467,9
469,77
471,44
468,84
459,23
457,19
456,76
457,28
455,68
453,64
459,98
467,95
468,95
472,08
477,17
480,05
479,63
483,69
483,19
478,54
475,48
473,38
470,44
470,96
472,6
477,73
485,28
488,37
482,41
485,45
488,31
486,31
485,25
476,34
469,34
466,8
464,25
464,57
470,02
474,64
476,81
468,37
465,32
465,21
463,31
466,63
473
476,44
482,06
485,34
487,02
490,44
493,09
494,83
495,86
493,89
497,26
494,44
487,4
483,5
482,35
481,58
482,16
476,9
472,81
478,23
474,38
471,37
463,16
449,88
441,3
440,68
447,49
446,13
438,8
433,52
412,97
415,85
421,86
416,96
409,14
395,93
402,82
419,5
414,24
419,41
423,2
422,51
426,19
433,11
434,13
431,26
431,66
430,03
420,2
422,33
434,71
434,55
430,33
426,69
419,24
412,17
415,05
414,91
418,71
417,14
419,28
417,53
420,26
427,77
431,17
428,74
428,15
432,2
433,11
429,97
429,54
429,34
431,92
427,05
429,25
430,01
430,34
426,38
424,76
428,58
430,44
426,46
428,1
423,74
421,41
418,51
419,81
419,9
419,03
423,14
420,9
421,82
420,64
423,86
421,28
422,47
423,13
419,25
420,6
421,79
422,15
424,02
425,83
432,05
432,2
431,6
431,95
433,9
437,59
438,12
438,84
439,75
443,39
445,47
442,46
444,58
444,94
445,63
446,4
450,56
454,32
457,67
455,99
460,17
460,68
463,51
466,57
462,68
462,07
461,29
459,09
460,5
461,74
464,15
470,55
480,4
480,26
480,4
481,49
481,7
480,08
471,92
467,62
464,58
466,45
467,23
469,46
463,38
465,96
468,15
464,38
465,98
469,74
472,46
474,27
475,87
479
485,76
486,64
490,35
487,81
489,25
491,81
492,52
497,78
501,63
500,33
508,05
508,64
505,8
501,37
504,49
508,5
510,76
511,7
515,04
517,95
518,55
521,54
520,82
521,69
518,39
511,07
507,14
503,92
507,48
512,6
519,15
521,48
520,91
524,93
527,49
527,91
530,14
531,6
532,81
534,4
536,37
538,84
542,17
542,22
532,89
525,2
518,25
518,96
519,86
521,77
522,25
525
528,16
531,68
528,23
529,18
524,32
525,49
527,31
527,85
532,79
533,86
535,71
542,28
541,82
543,43
546,2
549,46
551,27
549,41
551,93
551,48
553,84
561,08
562,76
562,49
563,98
566,62
567,84
571,84
571,27
577,45
581,73
588,68
586,9
580,37
582,03
585,26
