values
276.75
277
275.55
274.45
273.8
273.05
273.43
273
272.75
272.55
272.45
271.8
272.15
269.35
270.65
272.15
274.3
274.35
278.57
275.25
274.25
273.45
272.25
270.75
269.65
269.65
270.6
272.75
271.15
276.55
272.65
272
271.25
270.65
270.8
271.55
270.25
270.65
266.75
265.15
264.55
264.5
265.15
264.8
264.75
265.15
265.05
264.45
265.05
265.95
264.75
264.35
264.65
265
266.5
265.75
266.35
265.85
266.55
265.85
266.35
270
269.6
266.55
270.45
269.4
271.2
270.55
274.75
273.85
272.8
270.85
270.95
269.05
269.55
270.95
270.15
270.25
272.85
274.15
273.95
273.8
274.45
275.25
272.25
272.25
272.5
269.25
268.15
267.55
268.15
268.35
267.75
264.95
264.25
264.3
263.65
263.55
263.55
264.55
264.75
266.95
266.55
264.7
264.95
263.05
263.05
265.9
265.85
268.75
267.55
265.65
263.75
263.35
260.65
260.65
261.35
260.95
259.85
255.85
258.95
259.65
256.65
258.65
259.05
261.55
266.85
268.25
267.15
265.65
262.85
263.05
260.75
262.45
267.1
271.75
272.55
267.85
263.45
260.65
259.05
260.75
261.55
262.95
262.05
262.3
262.65
261.55
260.05
258.95
257.95
255.55
257.05
258.45
258.55
260.05
258.45
257.65
258.75
260.15
259.25
263.35
261
261.25
265.6
264.65
263.75
264.15
262.25
264.15
263.65
264.05
264.55
265.5
266.15
266.15
266.25
264.95
270.05
269.25
268.05
268.35
268.35
272.25
273.75
287.55
285.35
285.35
283.75
279.25
277.65
277.65
273.95
266.05
265.85
267.05
265.75
266.25
266.25
266.35
273.75
268.15
271.85
272.35
275.65
271.55
272.55
273.65
272.75
272.95
272.6
273.95
276.15
272.35
269.25
270.85
269.55
267.75
267.95
265.35
266.25
266.65
266.35
268.45
266.85
267.35
267.15
268.35
270.75
269.55
270.05
268.85
269.75
267.75
266.45
267.55
265.25
266.65
267.55
268.05
268.55
267.75
267.65
268.35
274.15
274.55
275.95
276.75
275.85
275.35
279.25
276.05
275.05
274.55
275.55
272.85
272.75
272.25
273.75
275.25
274.4
273.5
271.65
272.05
273.15
273.15
271.75
286.25
278.25
281.25
285.55
289.45
287.75
290.5
288.65
291.45
289.25
289.75
293.25
291.95
293.25
291.7
289.45
289.45
289.85
291
291.9
288
284.85
281.25
284.45
281.45
281.35
282.45
279.45
279.65
275.55
275.95
275.45
277.25
277.35
279.27
280.5
279.65
279.65
279.95
278.95
280.25
280.75
276.75
277.45
278.25
277.55
278.3
275.35
274.85
272.95
273.48
273.15
272.85
272.9
273.15
273.45
274.35
274.05
274.4
277.25
275.7
274.45
274.55
274.55
273.15
272.8
274.55
274.45
278.45
278.15
280.45
276.15
276.25
278.15
278.05
278.75
279.38
277.05
276.55
278.95
278.95
278.75
278.45
278.95
278.75
279.05
283.95
286.35
287.55
284.95
284.65
287.15
284.05
283.55
282.55
282
279.25
278.98
279.45
278.65
281.85
281.9
282.55
286.25
289.9
297.55
297
301.15
303.75
299.75
300.25
299.25
300
297.85
297.75
293.1
291.45
292.75
292.75
292.55
297.75
296.8
296.55
298.15
296.85
293.95
293.5
289.55
289.75
290.7
293.85
293.35
291.25
290.05
292.57
293.2
292.45
293.15
297.75
298.25
296.75
302.38
302.65
302.65
303.35
305.85
302.55
301
300.05
300.5
298.55
301.25
302.6
302.15
299.85
299
302.05
303.65
302.35
302.9
303.65
304.05
307.65
311.35
311.1
308.45
308.75
307.85
311.95
312.3
311.45
308.15
309.55
311.05
310.85
307.65
309.05
309.85
311.05
315.95
316.15
317.95
322.05
320.55
320.25
324.25
325.05
325.05
326.55
327.65
327.85
321.45
325.65
323.95
319.05
321.05
319.25
318.15
319.35
316.85
320.05
320.85
323.95
324.65
322.45
321.35
319.25
318.25
314.45
315.15
312.95
311.15
310.75
311.55
312.85
316.85
316.35
316.5
316.05
318.15
318.25
317.65
317.95
323.95
323.15
313.25
311.25
310.05
303.75
302.55
304.75
303.55
304.65
307.35
308.15
306.35
314.05
310.65
314.55
314.25
315.65
311.65
314.65
313.95
306.75
309.45
308.05
307.05
307.05
309.45
312.75
310.05
313.45
312.75
312.25
314.15
314.65
319.25
320.25
321.25
317.75
317.65
319.05
316.85
317.45
318.35
320.35
323.35
322.15
323.25
326.15
322.25
320.05
319.95
323.55
320.35
323.05
321.65
322.25
322.45
318.25
320.05
316.85
316.75
317.95
313.55
314.55
311.45
312.85
311.15
313.05
311.95
311.65
313.85
315.65
316.85
316.05
317.75
319.75
318.55
317.75
318.15
321.05
321.55
321.75
324.45
319.15
318.25
320.55
319.25
318.95
317.85
317.65
321.05
318.15
318.35
316.75
317.85
318.15
317.85
320.75
322.15
324.65
326.25
326
323.75
324.85
331.25
333.15
336.65
336.75
343.25
345.55
340.75
345.65
346.55
343.85
349.65
349.25
343.65
348.05
348.05
346.05
351.25
351.25
347.25
353.63
352.75
354.75
354.55
351.35
350.75
357.45
356.55
355.75
357.75
361.85
363.05
368.25
369.65
369.25
365.95
370.35
368.15
371.05
381.25
371.75
370.05
369.75
362.15
363.88
352.75
356.55
351.55
345.55
343.55
349.45
352.25
351.35
357.75
351.85
354.35
345.45
349.95
349.05
354.25
353.55
356.25
350.75
354.45
350.65
345.75
334.35
336.35
336.55
337.85
336.45
332.25
326.05
329.65
328.55
330.25
329.25
331.85
337.45
334.95
329.95
325.25
325.55
323.05
322.75
326.85
326.55
328.05
324.85
324.95
326.45
327.15
325.95
333.55
332.95
331.25
334.45
333.25
333.85
334.25
338.55
341.75
340.95
342.25
344.25
342.05
348.65
348.55
351.25
349.85
352.45
351.95
354.75
366.25
367.95
371.55
367.05
368.75
370.35
366.25
365.05
369.25
364.45
365.85
365.25
361.27
368.75
363.75
361.85
352.15
355.65
353.45
356.65
359.15
363.35
357.35
361.35
357.38
353
346.8
347.4
344.15
345.25
346.4
350.75
351.5
351.15
350.85
348.25
344.45
344.55
345.45
345.2
347.3
342.15
343.55
344.75
347.25
351.75
350.75
359.65
361.65
362.75
365.15
361.85
356.35
354.35
346.15
349.45
352.05
351.75
352.85
356.75
361.85
358.45
362.7
365.95
363.75
358.35
362.05
366.25
360.75
362.95
361.25
364.45
372.55
369.65
375.55
375.55
371.95
373.85
