FTSE_MIB
48323
48565
48323
48358
48636
48060
48257
48072
47552
47794
47259
46723
46642
45700
45144
45573
45922
45622
45781
45595
45420
45942
45959
45664
45700
45032
44334
44609
43658
43453
44292
44368
44151
44031
45115
45395
45720
46298
46152
46078
46806
46954
47460
48048
47877
47938
48221
48336
48057
47989
47264
46540
47855
48438
48013
47818
47072
47367
46403
46881
47655
47625
47220
47564
46291
46427
45156
46103
45708
45359
45549
45795
45732
45273
44468
43604
43392
44292
43223
42943
43348
43348
43348
43968
44214
43663
43663
42760
41747
42677
42796
42652
42628
42748
43404
44038
44048
43577
44736
44631
44419
44500
44202
44780
44819
44636
44485
44785
45068
44580
44102
43716
43741
43140
43184
42550
43199
43058
42450
42777
41857
41920
41271
40939
40564
39885
40288
40090
40037
39339
39031
38995
39788
40015
40020
39278
38175
38180
37809
38104
37440
37467
38004
37577
35920
37001
37953
38931
38382
38953
38997
39070
37941
38377
38987
39065
39461
39890
39719
39927
39927
39927
39988
40825
40615
40293
39575
40061
40134
40037
40471
41122
41122
41125
40105
40229
40378
40161
39683
40137
40163
40295
40051
39959
39900
40044
39766
40356
40151
40532
40120
40288
39856
39102
38997
38748
38553
38987
38548
38868
39185
39097
38426
38555
37853
37470
36901
37062
36684
36403
36630
36994
36569
36701
37160
37316
38131
37843
37704
37626
36803
36847
36630
36181
36206
36337
36254
35642
35154
35647
35476
35708
35617
35356
35576
36071
36401
36508
36745
36528
36459
36789
36862
36594
36276
35739
35905
36203
36203
35801
35093
35051
35110
35244
35378
35991
35876
35539
35644
34907
34644
34305
34288
33177
32048
31806
31513
29129
29254
29644
27682
27699
27136
26516
25147
23897
25791
26543
27092
27646
29002
28251
28597
28905
29829
29071
29571
29266
30271
30940
30342
29764
30283
30940
30647
29988
30730
31677
31679
30901
31791
31296
30064
30596
30659
30544
31225
30766
31108
31760
31472
30581
31557
31528
31767
32221
33031
32443
32411
32641
32738
32487
31884
31789
31913
31886
31594
32004
33226
33365
33172
32365
32409
31940
31145
30998
32004
31760
31438
31003
31730
31730
31730
31730
32272
32318
32318
32318
32045
32765
32626
32331
32494
32662
31967
32177
31352
31796
31308
31694
31799
31403
31640
31735
31994
32143
32477
32267
32050
32172
32118
31594
31037
30525
30708
30813
30754
30518
31008
31345
30969
30818
30154
30034
30352
30120
30525
30708
31755
31821
32070
32887
32767
33048
32950
33290
33050
32753
33002
33175
33302
33177
33531
33241
33321
33443
33068
33280
33119
33680
33680
33680
33521
33617
33216
33226
32484
32667
33063
32528
32684
32770
33707
33595
33407
33558
33221
33214
33216
32731
32579
32545
32475
32475
31882
31535
31567
31333
31962
31545
31130
31589
32123
32131
32111
31943
31281
31313
30993
30910
30769
30857
30837
30727
30252
30144
29737
28990
28995
28790
28526
28783
29517
28958
28385
27855
28873
28895
28595
27880
27792
27040
27443
27118
27245
28092
28251
27406
26828
27035
28187
28092
27985
27372
26533
26308
25171
25257
25764
26196
25115
24073
23753
23497
23834
23919
25074
25127
25296
24512
